1,1.7695976748902232e-06
2,1.7695976748902272e-06
3,1.415678139912171e-06
4,1.415678139912171e-06
5,1.0617586049341417e-06
6,1.415678139912171e-06
7,1.415678139912171e-06
8,1.7695976748902272e-06
9,1.415678139912171e-06
10,1.7695976748902272e-06
11,2.1235172098682292e-06
12,2.4774367448463126e-06
13,2.6190045588375297e-05
14,2.4774367448463126e-06
15,2.1235172098682292e-06
16,2.4774367448463126e-06
17,2.6190045588375297e-05
18,2.831356279824342e-06
19,2.654396512335338e-05
20,3.185275814802425e-06
21,2.795964326326555e-05
22,3.185275814802425e-06
23,3.185275814802371e-06
24,2.725180419330944e-05
25,3.185275814802371e-06
26,3.5391953497804e-06
27,2.725180419330944e-05
28,3.893114884758538e-06
29,3.893114884758538e-06
30,2.7959643263265606e-05
31,3.893114884758429e-06
32,4.600953954714488e-06
33,2.8313562798243526e-05
34,2.8667482333221556e-05
35,2.8313562798243526e-05
36,4.954873489692625e-06
37,4.954873489692625e-06
38,6.016632094626821e-06
39,4.954873489692625e-06
40,5.308793024670546e-06
41,5.308793024670546e-06
42,5.662712559648684e-06
43,5.662712559648684e-06
44,3.043708000811181e-05
45,3.008316047313389e-05
46,2.9375321403177614e-05
47,3.0083160473133672e-05
48,2.972924093815575e-05
49,6.370551629604742e-06
50,6.016632094626821e-06
51,6.7244711645828795e-06
52,1.0971505584319446e-05
53,1.1679344654275722e-05
54,6.724471164583096e-06
55,1.3095022794187838e-05
56,3.50380339628263e-05
57,3.9638987917541e-05
58,4.2116424662387315e-05
59,3.7869390242650965e-05
60,3.8223309777628885e-05
61,7.786229769516859e-06
62,7.432310234538938e-06
63,3.11449190780683e-05
64,3.1852758148024143e-05
65,8.140149304495213e-06
66,8.140149304495213e-06
67,3.2206677683002064e-05
68,8.140149304495213e-06
69,8.494068839473134e-06
70,8.14014930449478e-06
71,3.2206677683002064e-05
72,8.847988374451488e-06
73,0.00028738266240217226
74,2.1235172098682618e-05
75,9.201907909429409e-06
76,9.201907909429409e-06
77,9.555827444406896e-06
78,9.201907909428542e-06
79,9.555827444406896e-06
80,9.555827444407763e-06
81,9.555827444406896e-06
82,9.555827444406896e-06
83,9.90974697938525e-06
84,9.90974697938525e-06
85,1.0263666514363605e-05
86,1.0263666514362738e-05
87,1.0617586049341092e-05
88,1.0263666514362738e-05
89,1.0617586049341092e-05
90,1.0617586049341092e-05
91,1.0971505584319446e-05
92,1.0971505584318579e-05
93,1.0971505584319446e-05
94,1.0971505584319446e-05
95,1.1325425119296934e-05
96,1.1325425119297801e-05
97,1.1679344654275288e-05
98,1.1325425119297801e-05
99,1.1325425119297801e-05
100,1.1679344654275288e-05
101,1.1325425119297801e-05
102,1.2033264189253642e-05
103,1.2033264189253642e-05
104,1.2033264189253642e-05
105,1.2033264189253642e-05
106,1.2033264189253642e-05
107,1.2387183724231997e-05
108,1.2741103259209484e-05
109,1.2387183724231997e-05
110,1.238718372423113e-05
111,1.3095022794187838e-05
112,1.3095022794187838e-05
113,1.3095022794187838e-05
114,1.3095022794186971e-05
115,1.3448942329165325e-05
116,1.3448942329165325e-05
117,1.380286186414368e-05
118,1.380286186414368e-05
119,1.4156781399122034e-05
120,1.4156781399122034e-05
121,1.4156781399121167e-05
122,1.4510700934100389e-05
123,1.4510700934099521e-05
124,1.4510700934099521e-05
125,1.4510700934100389e-05
126,1.4864620469077876e-05
127,1.4864620469077876e-05
128,1.4864620469077876e-05
129,1.4864620469077876e-05
130,1.521854000405623e-05
131,1.521854000405623e-05
132,1.5572459539034585e-05
133,1.521854000405623e-05
134,1.5572459539034585e-05
135,1.5572459539033717e-05
136,1.5572459539033717e-05
137,1.5572459539033717e-05
138,1.6280298608990426e-05
139,1.6988137678946268e-05
140,1.6280298608990426e-05
141,1.628029860898956e-05
142,1.6634218143967913e-05
143,1.6634218143967913e-05
144,1.6988137678946268e-05
145,1.6988137678946268e-05
146,1.6634218143967913e-05
147,3.0083160473134106e-05
148,1.7342057213924622e-05
149,1.7342057213924622e-05
150,1.7342057213923755e-05
151,1.7695976748902977e-05
152,1.7695976748902977e-05
153,1.7695976748902977e-05
154,1.8049896283880464e-05
155,1.769597674890211e-05
156,1.769597674890211e-05
157,1.8403815818858818e-05
158,1.769597674890211e-05
159,1.804989628388133e-05
160,1.8403815818857083e-05
161,1.8757735353836305e-05
162,1.8403815818858818e-05
163,1.8403815818857083e-05
164,1.8757735353836305e-05
165,1.8757735353836305e-05
166,0.0014301888408462787
167,2.158909163365967e-05
168,2.2650850238593867e-05
169,2.2650850238593867e-05
170,2.689788465833065e-05
171,1.98194939587705e-05
172,2.0173413493747988e-05
